clock	exploringRed	diffusingRed	exploringGreen	diffusingGreen	exploringBlue	diffusingBlue	
0	6		0		0		0		6		0		
0	6		0		0		0		6		0		
0	6		0		0		0		6		0		
0	6		0		0		0		6		0		
0	6		0		0		0		6		0		
0	6		0		0		0		6		0		
0	6		0		0		0		6		0		
0	6		0		0		0		6		0		
0	5		1		0		0		6		0		
1	5		1		0		0		6		0		
1	4		2		0		0		6		0		
1	4		2		0		0		6		0		
1	4		2		0		0		6		0		
1	4		2		0		0		6		0		
1	4		2		0		0		6		0		
1	4		2		0		0		6		0		
1	4		2		0		0		6		0		
1	4		2		0		0		6		0		
1	4		2		0		0		6		0		
2	4		2		0		0		6		0		
2	4		2		0		0		6		0		
2	4		2		0		0		6		0		
2	4		2		0		0		6		0		
2	4		2		0		0		6		0		
2	4		2		0		0		6		0		
2	4		2		0		0		6		0		
2	4		2		0		0		6		0		
2	4		2		0		0		6		0		
2	4		2		0		0		6		0		
3	4		2		0		0		6		0		
3	4		2		0		0		6		0		
3	4		2		0		0		6		0		
3	4		2		0		0		6		0		
3	4		2		0		0		6		0		
3	4		2		0		0		6		0		
3	4		2		0		0		6		0		
3	4		2		0		0		6		0		
3	4		2		0		0		6		0		
3	4		2		0		0		6		0		
4	5		1		0		0		6		0		
4	5		1		0		0		6		0		
4	6		0		0		0		6		0		
4	6		0		0		0		6		0		
4	6		0		0		0		6		0		
4	6		0		0		0		6		0		
4	5		1		0		0		6		0		
4	5		1		0		0		6		0		
4	5		1		0		0		6		0		
4	5		1		0		0		6		0		
5	5		1		0		0		6		0		
5	5		1		0		0		6		0		
5	5		1		0		0		6		0		
5	5		1		0		0		6		0		
5	5		1		0		0		6		0		
5	5		1		0		0		6		0		
5	5		1		0		0		5		1		
5	5		1		0		0		5		1		
5	4		2		0		0		5		1		
5	4		2		0		0		5		1		
6	4		2		0		0		5		1		
6	3		3		0		0		4		2		
6	3		3		0		0		4		2		
6	3		3		0		0		4		2		
6	3		3		0		0		4		2		
6	3		3		0		0		4		2		
6	3		3		0		0		4		2		
6	3		3		0		0		4		2		
6	3		3		0		0		4		2		
6	3		3		0		0		4		2		
7	3		3		0		0		4		2		
7	3		3		0		0		4		2		
7	3		3		0		0		4		2		
7	3		3		0		0		3		3		
7	3		3		0		0		3		3		
7	3		3		0		0		3		3		
7	3		3		0		0		3		3		
7	3		3		0		0		2		4		
7	3		3		0		0		2		4		
7	3		3		0		0		2		4		
8	3		3		0		0		2		4		
8	3		3		0		0		2		4		
8	3		3		0		0		2		4		
8	3		3		0		0		2		4		
8	3		3		0		0		2		4		
8	3		3		0		0		2		4		
8	3		3		0		0		2		4		
8	3		3		0		0		2		4		
8	3		3		0		0		2		4		
8	3		3		0		0		2		4		
9	3		3		0		0		2		4		
9	3		3		0		0		2		4		
9	3		3		0		0		2		4		
9	3		3		0		0		2		4		
9	4		2		0		0		2		4		
9	4		2		0		0		2		4		
9	4		2		0		0		2		4		
9	4		2		0		0		2		4		
9	4		2		0		0		2		4		
9	4		2		0		0		2		4		
10	4		2		0		0		2		4		
10	4		2		0		0		2		4		
10	5		1		0		0		2		4		
10	5		1		0		0		2		4		
10	5		1		0		0		2		4		
10	5		1		0		0		2		4		
10	5		1		0		0		3		3		
10	5		1		0		0		3		3		
10	5		1		0		0		3		3		
10	5		1		0		0		3		3		
11	5		1		0		0		3		3		
11	6		1		0		0		3		2		
11	7		0		0		0		3		2		
11	7		0		0		0		3		2		
11	7		0		0		0		3		2		
11	7		0		0		0		3		2		
11	7		0		0		0		3		2		
11	7		0		0		0		3		2		
11	7		0		0		0		3		2		
11	6		1		0		0		3		2		
12	6		1		0		0		3		2		
12	6		1		0		0		3		2		
12	6		1		0		0		3		2		
12	6		1		0		0		3		2		
12	6		1		0		0		3		2		
12	6		1		0		0		3		2		
12	5		2		0		0		3		2		
12	5		2		0		0		3		2		
12	5		2		0		0		3		2		
12	4		3		0		0		3		2		
13	4		3		0		0		3		2		
13	4		3		0		0		3		2		
13	4		3		0		0		3		2		
13	4		3		0		0		3		2		
13	4		3		0		0		3		2		
13	4		3		0		0		3		2		
13	4		3		0		0		3		2		
13	4		3		0		0		3		2		
13	4		3		0		0		3		2		
13	4		3		0		0		3		2		
14	4		3		0		0		3		2		
14	4		3		0		0		3		2		
14	4		3		0		0		3		2		
14	4		3		0		0		3		2		
14	4		3		0		0		3		2		
14	4		3		0		0		3		2		
14	4		3		0		0		3		2		
14	4		3		0		0		3		2		
14	4		3		0		0		3		2		
14	4		3		0		0		3		2		
15	4		3		0		0		3		2		
15	4		3		0		0		3		2		
15	4		3		0		0		3		2		
15	5		2		0		0		3		2		
15	5		2		0		0		3		2		
15	5		2		0		0		3		2		
15	5		2		0		0		2		3		
15	6		1		0		0		2		3		
15	6		1		0		0		2		3		
15	6		1		0		0		2		3		
16	7		0		0		0		2		3		
16	7		0		0		0		2		3		
16	7		0		0		0		2		3		
16	7		0		0		0		2		3		
16	7		0		0		0		2		3		
16	7		0		0		0		2		3		
16	7		0		0		0		2		3		
16	7		0		0		0		2		3		
16	7		0		0		0		2		3		
16	7		0		0		0		2		3		
17	7		0		0		0		2		3		
17	7		0		0		0		2		3		
17	7		0		0		0		2		3		
17	7		0		0		0		2		3		
17	7		0		0		0		2		3		
17	7		0		0		0		2		3		
17	7		0		0		0		2		3		
17	7		0		0		0		2		3		
17	7		0		0		0		2		3		
17	6		1		0		0		2		3		
18	6		1		0		0		2		3		
18	6		1		0		0		2		3		
18	6		1		0		0		2		3		
18	6		1		0		0		2		3		
